[07/07/21 20:21:56:120 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.live_20210707202155 with shards: 1
[07/07/21 20:21:57:131 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.working_20210707202157 with shards: 0
[07/07/21 20:21:57:131 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.working_20210707202157 with shards: 0
[07/07/21 20:21:57:131 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:57:131 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:57:131 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
[07/07/21 20:21:57:199 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.working_20210707202157 with shards: 1
[07/07/21 20:21:57:199 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.working_20210707202157 with shards: 1
[07/07/21 20:21:57:211 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.live_20210707202157 with shards: 0
[07/07/21 20:21:57:211 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.live_20210707202157 with shards: 0
[07/07/21 20:21:57:211 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:57:211 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:57:211 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
[07/07/21 20:21:57:270 GMT]  INFO business.ESIndexAPI: createIndex : Index created: cluster_d79383318a.live_20210707202157 with shards: 1
[07/07/21 20:21:57:271 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Index created: cluster_d79383318a.live_20210707202157 with shards: 1
[07/07/21 20:21:58:281 GMT]  INFO business.ESIndexAPI: createIndex : Trying to create index: cluster_d79383318a.working_20210707202158 with shards: 0
[07/07/21 20:21:58:281 GMT]  INFO util.AdminLogger: class com.dotcms.content.elasticsearch.business.ESIndexAPI : createIndex : Trying to create index: cluster_d79383318a.working_20210707202158 with shards: 0
[07/07/21 20:21:58:281 GMT]  WARN business.ESIndexAPI: Unable to parse shards from config
[07/07/21 20:21:58:281 GMT]  WARN business.ESIndexAPI: null
[07/07/21 20:21:58:282 GMT]  WARN business.ESIndexAPI: java.base/java.lang.Integer.parseInt(Integer.java:614)
